longitud,latitud,enero,febrero,marzo,abril,mayo,junio,julio,agosto,septimbre,octubre,noviembre,diciembre
-174.25,-88.25,-29.1,-41.2,-54.3,-57.7,-58.0,-58.6,-60.2,-60.2,-60.0,-51.6,-39.4,-29.1
-174.25,-88.75,-29.0,-41.2,-54.4,-57.8,-58.1,-58.6,-60.1,-60.1,-60.0,-51.4,-39.2,-28.8
-174.25,-89.25,-28.3,-40.7,-54.1,-57.5,-57.6,-58.2,-59.6,-59.6,-59.5,-51.0,-38.7,-28.3
-174.25,-89.75,-27.7,-40.2,-53.6,-57.0,-57.2,-57.7,-59.1,-59.1,-59.0,-50.5,-38.1,-27.7
-173.75,66.75,-22.3,-22.8,-14.4,-17.6,-8.3,2.7,5.9,4.5,3.4,-3.6,-10.3,-20.0
-173.75,66.25,-21.3,-22.3,-16.2,-16.1,-7.2,2.2,5.6,4.6,2.7,-4.0,-10.8,-19.0
-173.75,65.75,-18.5,-20.1,-16.0,-13.2,-4.7,3.1,6.7,6.0,3.2,-3.2,-9.7,-16.6
-173.75,65.25,-16.3,-18.2,-15.8,-11.1,-3.0,3.3,7.1,6.6,3.2,-2.9,-9.0,-14.8
-173.75,64.75,-14.9,-16.9,-15.2,-10.1,-1.9,3.5,7.3,7.0,3.2,-2.8,-8.4,-14.0
-173.75,-84.75,-14.3,-22.7,-33.6,-38.3,-39.7,-39.4,-43.3,-43.5,-42.6,-33.8,-23.0,-14.4
-173.75,-85.25,-23.3,-32.2,-43.4,-47.9,-49.1,-49.0,-52.5,-52.8,-51.9,-43.2,-32.2,-23.4
-173.75,-85.75,-24.0,-33.6,-45.1,-49.3,-50.3,-50.3,-53.4,-53.7,-53.0,-44.4,-33.1,-24.0
-173.75,-86.25,-24.4,-34.6,-46.5,-50.6,-51.3,-51.5,-54.2,-54.4,-53.8,-45.2,-33.8,-24.3
-173.75,-86.75,-26.3,-37.1,-49.5,-53.2,-53.8,-54.1,-56.4,-56.6,-56.2,-47.7,-36.0,-26.2
-173.75,-87.25,-27.0,-38.3,-50.9,-54.5,-55.0,-55.4,-57.5,-57.6,-57.2,-48.7,-36.9,-27.0
-173.75,-87.75,-28.3,-39.9,-52.9,-56.4,-56.8,-57.2,-59.0,-59.1,-58.8,-50.4,-38.3,-28.3
-173.75,-88.25,-29.1,-41.2,-54.3,-57.7,-58.0,-58.6,-60.2,-60.2,-60.0,-51.6,-39.4,-29.1
-173.75,-88.75,-28.9,-41.2,-54.4,-57.8,-58.0,-58.6,-60.1,-60.1,-60.0,-51.4,-39.2,-28.8
-173.75,-89.25,-28.3,-40.7,-54.0,-57.5,-57.6,-58.2,-59.6,-59.6,-59.5,-51.0,-38.7,-28.3
-173.75,-89.75,-27.7,-40.2,-53.6,-57.0,-57.2,-57.7,-59.1,-59.1,-59.0,-50.5,-38.1,-27.7
-173.25,66.75,-22.2,-22.7,-14.7,-17.3,-8.0,2.6,5.9,4.7,3.5,-3.5,-10.3,-19.7
-173.25,66.25,-20.7,-21.8,-16.2,-15.3,-6.5,2.6,6.1,5.2,3.0,-3.6,-10.4,-18.3
-173.25,65.75,-18.4,-20.1,-16.3,-12.8,-4.5,3.1,6.8,6.1,3.2,-3.2,-9.8,-16.3
-173.25,65.25,-17.6,-19.5,-17.2,-12.2,-4.2,2.1,5.9,5.4,1.9,-4.2,-10.3,-15.9
-173.25,64.75,-14.2,-16.2,-14.5,-9.3,-1.1,4.3,8.1,7.8,4.0,-2.0,-7.7,-13.3
-173.25,-84.75,-15.1,-23.5,-34.4,-39.1,-40.4,-40.2,-44.0,-44.2,-43.4,-34.5,-23.7,-15.2
-173.25,-85.25,-22.7,-31.5,-42.8,-47.2,-48.5,-48.3,-51.8,-52.0,-51.2,-42.6,-31.5,-22.7
-173.25,-85.75,-24.1,-33.7,-45.2,-49.4,-50.5,-50.5,-53.5,-53.8,-53.1,-44.5,-33.2,-24.1
-173.25,-86.25,-24.3,-34.5,-46.4,-50.4,-51.2,-51.3,-54.0,-54.3,-53.7,-45.1,-33.8,-24.2
-173.25,-86.75,-25.9,-36.6,-48.8,-52.7,-53.3,-53.6,-56.0,-56.2,-55.7,-47.2,-35.6,-25.8
-173.25,-87.25,-26.9,-38.2,-50.9,-54.5,-54.9,-55.3,-57.4,-57.6,-57.2,-48.7,-36.9,-26.9
-173.25,-87.75,-28.2,-39.9,-52.8,-56.3,-56.7,-57.1,-59.0,-59.1,-58.8,-50.4,-38.3,-28.2
-173.25,-88.25,-29.1,-41.2,-54.3,-57.7,-58.0,-58.6,-60.2,-60.2,-60.0,-51.6,-39.4,-29.1
-173.25,-88.75,-28.9,-41.0,-54.4,-57.8,-58.0,-58.6,-60.1,-60.1,-59.9,-51.4,-39.1,-28.8
-173.25,-89.25,-28.3,-40.7,-54.0,-57.5,-57.6,-58.2,-59.6,-59.6,-59.5,-51.0,-38.7,-28.3
-173.25,-89.75,-27.7,-40.2,-53.6,-57.0,-57.2,-57.7,-59.1,-59.1,-59.0,-50.5,-38.1,-27.7
-172.75,66.75,-22.7,-23.3,-16.2,-17.6,-8.3,1.6,5.1,4.0,2.5,-4.4,-11.2,-20.1
-172.75,66.25,-20.8,-22.1,-17.1,-15.2,-6.5,2.1,5.7,4.8,2.5,-4.0,-10.8,-18.3
-172.75,65.75,-18.5,-20.1,-16.8,-12.6,-4.5,2.9,6.8,6.0,3.0,-3.4,-10.1,-16.1
-172.75,65.25,-16.8,-18.7,-16.5,-11.1,-3.4,3.0,6.9,6.3,2.9,-3.1,-9.5,-14.9
-172.75,64.75,-14.0,-16.1,-14.4,-9.1,-1.1,4.4,8.3,8.0,4.3,-1.7,-7.4,-12.9
-172.75,-83.25,-5.3,-12.5,-22.7,-27.9,-29.6,-29.2,-33.6,-34.0,-32.8,-23.9,-13.4,-5.3
-172.75,-84.75,-13.9,-22.3,-33.1,-37.8,-39.2,-39.0,-42.8,-43.0,-42.1,-33.3,-22.6,-14.0
-172.75,-85.25,-22.6,-31.5,-42.7,-47.2,-48.3,-48.3,-51.8,-51.9,-51.2,-42.5,-31.5,-22.7
-172.75,-85.75,-24.2,-33.8,-45.3,-49.5,-50.6,-50.6,-53.6,-54.0,-53.2,-44.6,-33.4,-24.2
-172.75,-86.25,-24.3,-34.4,-46.3,-50.4,-51.1,-51.3,-54.0,-54.1,-53.7,-45.0,-33.7,-24.2
-172.75,-86.75,-25.8,-36.4,-48.7,-52.5,-53.2,-53.4,-55.8,-56.0,-55.5,-47.0,-35.4,-25.7
-172.75,-87.25,-26.9,-38.2,-50.8,-54.4,-54.9,-55.3,-57.3,-57.5,-57.1,-48.6,-36.8,-26.9
-172.75,-87.75,-28.2,-39.9,-52.8,-56.3,-56.7,-57.1,-59.0,-59.1,-58.8,-50.4,-38.3,-28.2
-172.75,-88.25,-29.2,-41.2,-54.3,-57.7,-58.0,-58.6,-60.2,-60.2,-60.0,-51.6,-39.4,-29.1
-172.75,-88.75,-28.9,-41.0,-54.3,-57.8,-58.0,-58.6,-60.0,-60.1,-59.9,-51.4,-39.1,-28.8
-172.75,-89.25,-28.3,-40.7,-54.0,-57.4,-57.6,-58.2,-59.6,-59.6,-59.5,-51.0,-38.7,-28.3
-172.75,-89.75,-27.7,-40.2,-53.6,-57.0,-57.2,-57.7,-59.1,-59.1,-59.0,-50.5,-38.1,-27.7
-172.25,66.75,-22.2,-23.1,-17.0,-16.7,-7.7,1.6,5.2,4.2,2.4,-4.3,-11.2,-19.5
-172.25,66.25,-21.7,-23.2,-18.9,-15.8,-7.2,0.8,4.6,3.8,1.2,-5.1,-12.1,-19.1
-172.25,65.75,-19.7,-21.4,-18.5,-13.5,-5.7,1.6,5.6,4.7,1.6,-4.7,-11.6,-17.1
-172.25,65.25,-16.2,-18.1,-16.0,-10.4,-2.7,3.7,7.7,7.0,3.6,-2.5,-8.9,-14.1
-172.25,64.75,-14.4,-16.5,-14.8,-9.4,-1.6,3.9,8.0,7.6,4.1,-1.7,-7.6,-12.9
-172.25,-13.75,27.4,27.1,26.6,26.5,25.8,25.0,25.2,24.7,25.4,26.1,26.5,27.2
-172.25,-83.25,-5.3,-12.5,-22.7,-27.9,-29.6,-29.1,-33.6,-34.0,-32.8,-23.9,-13.5,-5.3
-172.25,-84.75,-12.8,-21.1,-32.0,-36.7,-38.1,-37.8,-41.7,-41.9,-41.0,-32.2,-21.4,-12.8
-172.25,-85.25,-23.2,-32.1,-43.3,-47.7,-48.9,-48.8,-52.2,-52.5,-51.8,-43.1,-32.1,-23.2
-172.25,-85.75,-24.3,-33.9,-45.4,-49.6,-50.6,-50.6,-53.7,-54.0,-53.3,-44.7,-33.5,-24.3
-172.25,-86.25,-24.2,-34.4,-46.3,-50.3,-51.0,-51.2,-53.9,-54.1,-53.6,-45.0,-33.6,-24.1
-172.25,-86.75,-25.6,-36.3,-48.5,-52.3,-53.0,-53.2,-55.6,-55.8,-55.3,-46.8,-35.2,-25.5
-172.25,-87.25,-26.8,-38.1,-50.7,-54.4,-54.8,-55.2,-57.3,-57.4,-57.1,-48.6,-36.7,-26.8
-172.25,-87.75,-28.2,-39.9,-52.8,-56.3,-56.7,-57.1,-59.0,-59.0,-58.7,-50.3,-38.3,-28.2
-172.25,-88.25,-29.2,-41.2,-54.3,-57.7,-58.0,-58.6,-60.2,-60.2,-60.0,-51.6,-39.4,-29.2
-172.25,-88.75,-28.9,-41.0,-54.3,-57.8,-58.0,-58.5,-60.0,-60.0,-59.9,-51.4,-39.1,-28.8
-172.25,-89.25,-28.3,-40.7,-54.0,-57.4,-57.6,-58.2,-59.6,-59.6,-59.5,-51.0,-38.7,-28.3
-172.25,-89.75,-27.7,-40.2,-53.6,-57.0,-57.2,-57.7,-59.1,-59.1,-59.0,-50.5,-38.1,-27.7
-171.75,66.75,-21.9,-23.1,-18.0,-16.1,-7.2,1.5,5.2,4.3,2.1,-4.3,-11.3,-19.1
-171.75,66.25,-21.6,-23.3,-19.6,-15.5,-6.9,0.6,4.5,3.8,1.0,-5.1,-12.1,-18.9
-171.75,65.75,-20.4,-21.8,-19.3,-13.7,-6.1,1.1,5.1,4.1,0.9,-5.4,-12.2,-17.3
-171.75,-84.75,-9.6,-18.0,-28.8,-33.5,-34.9,-34.6,-38.4,-38.6,-37.8,-29.0,-18.3,-9.7
-171.75,-85.25,-23.3,-32.2,-43.4,-47.9,-49.0,-48.9,-52.3,-52.6,-51.9,-43.2,-32.2,-23.4
-171.75,-85.75,-24.4,-33.9,-45.5,-49.7,-50.7,-50.7,-53.8,-54.1,-53.4,-44.8,-33.5,-24.4
-171.75,-86.25,-24.0,-34.2,-46.1,-50.1,-50.9,-51.0,-53.7,-53.9,-53.4,-44.8,-33.4,-23.9
-171.75,-86.75,-25.4,-36.0,-48.2,-52.1,-52.8,-53.0,-55.4,-55.6,-55.1,-46.6,-35.0,-25.3
-171.75,-87.25,-26.8,-38.1,-50.7,-54.3,-54.8,-55.2,-57.2,-57.4,-57.0,-48.5,-36.7,-26.8
-171.75,-87.75,-28.2,-39.8,-52.8,-56.3,-56.7,-57.1,-58.9,-59.0,-58.7,-50.3,-38.2,-28.2
-171.75,-88.25,-29.2,-41.2,-54.3,-57.7,-58.0,-58.6,-60.2,-60.2,-60.0,-51.6,-39.4,-29.2
-171.75,-88.75,-28.9,-41.1,-54.4,-57.8,-58.0,-58.6,-60.1,-60.1,-60.0,-51.4,-39.2,-28.8
-171.75,-89.25,-28.3,-40.7,-54.0,-57.4,-57.6,-58.2,-59.5,-59.6,-59.4,-51.0,-38.7,-28.3
-171.75,-89.75,-27.7,-40.2,-53.6,-57.0,-57.2,-57.7,-59.1,-59.1,-59.0,-50.5,-38.1,-27.7
-171.25,66.25,-20.3,-22.3,-19.1,-14.1,-5.5,1.7,5.7,5.0,2.1,-3.9,-11.0,-17.7
-171.25,-84.75,-11.9,-20.2,-31.0,-35.7,-37.1,-36.8,-40.6,-40.9,-40.0,-31.3,-20.5,-11.9
-171.25,-85.25,-23.8,-32.7,-43.8,-48.3,-49.4,-49.4,-52.8,-53.0,-52.3,-43.7,-32.6,-23.8
-171.25,-85.75,-24.5,-34.0,-45.5,-49.7,-50.8,-50.8,-53.8,-54.1,-53.4,-44.8,-33.6,-24.5
-171.25,-86.25,-23.8,-34.0,-45.9,-49.9,-50.6,-50.8,-53.5,-53.7,-53.2,-44.6,-33.3,-23.7
-171.25,-86.75,-25.4,-36.2,-48.6,-52.3,-52.9,-53.2,-55.5,-55.6,-55.3,-46.8,-35.1,-25.3
-171.25,-87.25,-26.8,-38.0,-50.6,-54.2,-54.7,-55.1,-57.2,-57.3,-57.0,-48.5,-36.7,-26.8
-171.25,-87.75,-28.1,-39.8,-52.7,-56.2,-56.6,-57.0,-58.9,-59.0,-58.7,-50.3,-38.2,-28.1
-171.25,-88.25,-29.2,-41.2,-54.3,-57.7,-58.0,-58.6,-60.2,-60.2,-60.0,-51.6,-39.4,-29.2
-171.25,-88.75,-28.9,-41.2,-54.4,-57.8,-58.0,-58.6,-60.0,-60.1,-59.9,-51.4,-39.1,-28.8
-171.25,-89.25,-28.3,-40.7,-54.0,-57.4,-57.6,-58.1,-59.5,-59.5,-59.4,-51.0,-38.7,-28.3
-171.25,-89.75,-27.7,-40.2,-53.6,-57.0,-57.2,-57.7,-59.1,-59.1,-59.0,-50.5,-38.1,-27.7
-170.75,66.25,-19.3,-21.7,-19.1,-13.4,-4.4,2.3,6.5,5.8,2.9,-2.9,-10.1,-16.9
-170.75,65.75,-21.1,-22.5,-20.3,-14.0,-6.7,0.4,4.5,3.5,-0.1,-6.3,-13.1,-17.7
-170.75,-83.25,-5.3,-12.5,-22.7,-27.9,-29.6,-29.1,-33.6,-34.0,-32.9,-23.9,-13.5,-5.3
-170.75,-84.75,-10.1,-18.4,-29.3,-33.9,-35.3,-35.0,-38.9,-39.1,-38.2,-29.5,-18.7,-10.1
-170.75,-85.25,-23.7,-32.6,-43.8,-48.2,-49.4,-49.3,-52.7,-53.0,-52.3,-43.6,-32.6,-23.8
-170.75,-85.75,-24.5,-34.0,-45.6,-49.7,-50.8,-50.8,-53.8,-54.1,-53.5,-44.9,-33.6,-24.5
-170.75,-86.25,-23.5,-33.7,-45.6,-49.6,-50.3,-50.5,-53.2,-53.4,-52.9,-44.3,-32.9,-23.4
-170.75,-86.75,-25.2,-36.1,-48.4,-52.2,-52.8,-53.0,-55.4,-55.5,-55.1,-46.6,-35.0,-25.1
-170.75,-87.25,-26.7,-38.0,-50.6,-54.2,-54.7,-55.1,-57.1,-57.3,-56.9,-48.4,-36.6,-26.7
-170.75,-87.75,-28.1,-39.8,-52.7,-56.2,-56.6,-57.0,-58.9,-59.0,-58.7,-50.2,-38.2,-28.1
-170.75,-88.25,-29.2,-41.2,-54.3,-57.7,-58.0,-58.5,-60.2,-60.2,-60.0,-51.6,-39.4,-29.2
-170.75,-88.75,-28.9,-41.1,-54.4,-57.8,-58.0,-58.5,-60.0,-60.0,-59.9,-51.4,-39.1,-28.8
-170.75,-89.25,-28.2,-40.6,-54.0,-57.4,-57.6,-58.1,-59.5,-59.5,-59.4,-51.0,-38.6,-28.2
-170.75,-89.75,-27.7,-40.2,-53.6,-57.0,-57.2,-57.7,-59.1,-59.1,-59.0,-50.5,-38.1,-27.7
-170.25,66.25,-19.2,-22.1,-20.3,-14.2,-4.4,2.0,6.2,5.5,2.6,-2.9,-9.9,-17.6
-170.25,63.25,-7.7,-12.0,-9.7,-5.2,-0.3,3.2,8.1,7.7,5.5,1.3,-3.2,-5.3
-170.25,-83.25,-5.3,-12.5,-22.7,-27.8,-29.6,-29.1,-33.6,-34.0,-32.9,-23.9,-13.5,-5.3
-170.25,-84.75,-11.1,-19.4,-30.2,-34.9,-36.2,-36.0,-39.8,-40.1,-39.2,-30.5,-19.7,-11.1
-170.25,-85.25,-17.0,-25.9,-37.1,-41.5,-42.7,-42.6,-46.0,-46.3,-45.6,-36.9,-25.9,-17.1
-170.25,-85.75,-24.5,-34.0,-45.6,-49.7,-50.8,-50.8,-53.8,-54.1,-53.5,-44.9,-33.6,-24.5
-170.25,-86.25,-23.2,-33.4,-45.2,-49.2,-50.0,-50.2,-52.8,-53.0,-52.6,-44.0,-32.5,-23.1
-170.25,-86.75,-25.1,-36.0,-48.3,-52.0,-52.7,-52.9,-55.3,-55.4,-55.0,-46.5,-34.9,-25.0
-170.25,-87.25,-26.7,-37.9,-50.5,-54.1,-54.6,-55.0,-57.1,-57.2,-56.9,-48.4,-36.6,-26.7
-170.25,-87.75,-28.1,-39.8,-52.7,-56.2,-56.6,-57.0,-58.8,-58.9,-58.6,-50.2,-38.2,-28.1
-170.25,-88.25,-29.2,-41.2,-54.3,-57.7,-58.0,-58.5,-60.2,-60.2,-60.0,-51.6,-39.4,-29.2
-170.25,-88.75,-28.9,-41.1,-54.3,-57.8,-58.0,-58.4,-60.0,-60.0,-59.9,-51.4,-39.1,-28.8
-170.25,-89.25,-28.2,-40.6,-54.0,-57.4,-57.5,-58.1,-59.5,-59.5,-59.4,-50.9,-38.6,-28.2
-170.25,-89.75,-27.7,-40.2,-53.6,-57.0,-57.2,-57.7,-59.1,-59.1,-59.0,-50.5,-38.1,-27.7
-169.75,63.25,-7.5,-11.8,-10.0,-5.3,-0.5,3.0,7.7,7.4,5.4,1.0,-3.3,-5.2
-169.75,-83.25,-5.3,-12.5,-22.7,-27.8,-29.6,-29.1,-33.6,-34.0,-32.9,-23.9,-13.5,-5.3
-169.75,-84.75,-9.8,-18.1,-28.9,-33.6,-34.9,-34.7,-38.4,-38.7,-37.9,-29.2,-18.4,-9.8
-169.75,-85.25,-16.4,-25.3,-36.5,-40.9,-42.0,-42.0,-45.4,-45.7,-45.0,-36.3,-25.3,-16.4
-169.75,-85.75,-24.6,-34.1,-45.7,-49.8,-50.8,-50.8,-53.9,-54.1,-53.6,-44.9,-33.7,-24.6
-169.75,-86.25,-22.9,-33.1,-45.0,-49.0,-49.7,-49.9,-52.6,-52.7,-52.3,-43.7,-32.2,-22.8
-169.75,-86.75,-25.1,-35.9,-48.2,-52.0,-52.6,-52.9,-55.2,-55.3,-55.0,-46.5,-34.8,-25.0
-169.75,-87.25,-26.6,-37.9,-50.5,-54.1,-54.5,-54.9,-57.0,-57.2,-56.8,-48.3,-36.5,-26.6
-169.75,-87.75,-28.1,-39.8,-52.7,-56.2,-56.6,-57.0,-58.8,-58.9,-58.6,-50.2,-38.2,-28.1
-169.75,-88.25,-29.2,-41.2,-54.3,-57.7,-58.0,-58.5,-60.2,-60.2,-60.0,-51.6,-39.4,-29.2
-169.75,-88.75,-28.9,-41.1,-54.3,-57.8,-58.0,-58.4,-60.0,-60.0,-59.9,-51.4,-39.1,-28.8
-169.75,-89.25,-28.2,-40.6,-54.0,-57.4,-57.5,-58.1,-59.5,-59.5,-59.4,-50.9,-38.6,-28.2
-169.75,-89.75,-27.7,-40.2,-53.6,-57.0,-57.2,-57.7,-59.1,-59.1,-59.0,-50.5,-38.1,-27.7
-169.25,63.25,-5.7,-9.9,-8.9,-4.3,0.4,3.9,8.2,7.9,6.3,1.9,-2.2,-3.6
-169.25,-84.75,-9.0,-17.3,-28.1,-32.7,-34.1,-33.9,-37.6,-37.9,-37.1,-28.4,-17.6,-9.0
-169.25,-85.25,-16.2,-25.1,-36.2,-40.6,-41.8,-41.7,-45.1,-45.4,-44.7,-36.1,-25.1,-16.2
-169.25,-85.75,-24.9,-34.4,-46.0,-50.2,-51.2,-51.2,-54.2,-54.5,-53.9,-45.3,-34.1,-24.9
-169.25,-86.25,-22.3,-32.6,-44.5,-48.4,-49.2,-49.4,-52.0,-52.2,-51.8,-43.2,-31.7,-22.3
-169.25,-86.75,-25.1,-35.9,-48.2,-51.9,-52.5,-52.8,-55.1,-55.3,-54.9,-46.4,-34.8,-24.9
-169.25,-87.25,-26.6,-37.8,-50.4,-54.0,-54.5,-54.9,-57.0,-57.0,-56.8,-48.3,-36.5,-26.6
-169.25,-87.75,-28.0,-39.7,-52.6,-56.1,-56.5,-56.9,-58.8,-58.9,-58.6,-50.2,-38.1,-28.0
-169.25,-88.25,-29.1,-41.0,-54.1,-57.5,-57.8,-58.3,-60.0,-60.1,-59.8,-51.4,-39.2,-29.1
-169.25,-88.75,-28.9,-41.1,-54.3,-57.8,-58.0,-58.4,-60.0,-60.0,-59.9,-51.3,-39.1,-28.7
-169.25,-89.25,-28.2,-40.6,-53.9,-57.4,-57.5,-58.1,-59.5,-59.5,-59.4,-50.9,-38.6,-28.2
-169.25,-89.75,-27.7,-40.2,-53.6,-57.0,-57.2,-57.7,-59.1,-59.1,-59.0,-50.5,-38.1,-27.7
-168.75,63.25,-4.9,-9.1,-8.5,-3.9,0.8,4.3,8.3,8.1,6.6,2.2,-1.8,-3.0
-168.75,-84.75,-8.2,-16.6,-27.4,-32.0,-33.4,-33.1,-36.8,-37.2,-36.4,-27.6,-16.9,-8.3
-168.75,-85.25,-15.4,-24.3,-35.4,-39.8,-41.0,-40.9,-44.3,-44.6,-43.9,-35.3,-24.3,-15.4
-168.75,-85.75,-25.2,-34.7,-46.3,-50.4,-51.4,-51.4,-54.5,-54.8,-54.2,-45.6,-34.3,-25.2
-168.75,-86.25,-21.8,-32.1,-43.9,-47.8,-48.6,-48.8,-51.5,-51.7,-51.2,-42.7,-31.2,-21.8
-168.75,-86.75,-25.0,-35.8,-48.1,-51.9,-52.5,-52.8,-55.1,-55.2,-54.9,-46.4,-34.7,-24.9
-168.75,-87.25,-26.5,-37.8,-50.4,-54.0,-54.4,-54.8,-56.9,-57.0,-56.7,-48.2,-36.4,-26.5
-168.75,-87.75,-28.0,-39.7,-52.6,-56.1,-56.5,-56.9,-58.8,-58.9,-58.6,-50.2,-38.1,-28.0
-168.75,-88.25,-29.1,-41.0,-54.1,-57.5,-57.8,-58.3,-60.0,-60.1,-59.8,-51.4,-39.2,-29.1
-168.75,-88.75,-28.8,-41.0,-54.3,-57.7,-57.9,-58.4,-60.0,-60.0,-59.9,-51.3,-39.1,-28.7
-168.75,-89.25,-28.2,-40.6,-53.9,-57.4,-57.5,-58.1,-59.5,-59.5,-59.4,-50.9,-38.6,-28.2
-168.75,-89.75,-27.7,-40.2,-53.6,-57.0,-57.2,-57.7,-59.1,-59.1,-59.0,-50.5,-38.1,-27.7
-168.25,53.25,1.7,0.6,1.6,2.7,4.6,7.1,9.7,10.8,9.4,6.3,3.6,2.1
-168.25,-84.75,-7.2,-15.5,-26.3,-30.9,-32.3,-32.0,-35.8,-36.1,-35.3,-26.6,-15.8,-7.2
-168.25,-85.25,-18.0,-26.8,-38.0,-42.3,-43.5,-43.4,-46.8,-47.1,-46.4,-37.8,-26.8,-17.9
-168.25,-85.75,-25.0,-34.5,-46.1,-50.2,-51.2,-51.3,-54.3,-54.6,-54.0,-45.4,-34.2,-25.0
-168.25,-86.25,-21.5,-31.8,-43.7,-47.6,-48.3,-48.5,-51.2,-51.4,-51.0,-42.4,-30.9,-21.5
-168.25,-86.75,-24.9,-35.7,-48.1,-51.8,-52.4,-52.7,-55.0,-55.1,-54.8,-46.3,-34.6,-24.8
-168.25,-87.25,-26.5,-37.7,-50.3,-53.9,-54.4,-54.8,-56.9,-56.9,-56.7,-48.2,-36.4,-26.5
-168.25,-87.75,-28.0,-39.7,-52.6,-56.1,-56.5,-56.9,-58.7,-58.8,-58.5,-50.1,-38.1,-28.0
-168.25,-88.25,-29.1,-41.0,-54.1,-57.5,-57.8,-58.3,-60.0,-60.1,-59.8,-51.4,-39.2,-29.1
-168.25,-88.75,-28.8,-41.0,-54.3,-57.7,-57.9,-58.4,-59.9,-60.0,-59.9,-51.3,-39.1,-28.7
-168.25,-89.25,-28.2,-40.6,-53.9,-57.3,-57.5,-58.1,-59.5,-59.5,-59.4,-50.9,-38.6,-28.2
-168.25,-89.75,-27.7,-40.2,-53.6,-57.0,-57.2,-57.7,-59.1,-59.1,-59.0,-50.5,-38.1,-27.7
-167.75,65.75,-16.6,-18.0,-17.6,-10.9,-1.5,5.9,9.4,9.5,6.1,-0.1,-7.0,-15.0
-167.75,-85.25,-17.1,-25.9,-37.1,-41.4,-42.6,-42.5,-45.9,-46.2,-45.5,-36.9,-25.9,-17.1
-167.75,-85.75,-24.6,-34.1,-45.7,-49.8,-50.8,-50.9,-53.9,-54.2,-53.6,-45.0,-33.8,-24.6
-167.75,-86.25,-21.2,-31.5,-43.4,-47.3,-48.1,-48.3,-50.9,-51.1,-50.7,-42.1,-30.7,-21.2
-167.75,-86.75,-24.8,-35.6,-47.9,-51.6,-52.2,-52.5,-54.9,-55.0,-54.6,-46.1,-34.5,-24.7
-167.75,-87.25,-26.4,-37.7,-50.3,-53.9,-54.3,-54.7,-56.8,-56.9,-56.6,-48.1,-36.3,-26.4
-167.75,-87.75,-28.0,-39.7,-52.6,-56.0,-56.4,-56.9,-58.7,-58.8,-58.5,-50.1,-38.1,-28.0
-167.75,-88.25,-29.2,-41.2,-54.3,-57.7,-58.0,-58.5,-60.2,-60.2,-60.0,-51.6,-39.4,-29.2
-167.75,-88.75,-28.8,-41.0,-54.3,-57.7,-57.9,-58.4,-59.9,-60.0,-59.8,-51.3,-39.0,-28.7
-167.75,-89.25,-28.2,-40.6,-53.9,-57.3,-57.5,-58.1,-59.5,-59.5,-59.4,-50.9,-38.6,-28.2
-167.75,-89.75,-27.7,-40.2,-53.6,-57.0,-57.2,-57.7,-59.1,-59.1,-59.0,-50.5,-38.1,-27.7
-167.25,65.75,-17.6,-18.6,-17.5,-10.6,-1.5,5.8,9.4,9.2,5.5,-1.0,-8.0,-15.3
-167.25,-83.25,-5.4,-12.6,-22.6,-27.8,-29.6,-29.1,-33.5,-33.9,-32.8,-24.0,-13.6,-5.4
-167.25,-85.25,-18.3,-27.2,-38.3,-42.7,-43.9,-43.8,-47.2,-47.5,-46.8,-38.2,-27.2,-18.3
-167.25,-85.75,-23.6,-33.2,-44.7,-48.8,-49.8,-49.9,-52.9,-53.2,-52.6,-44.0,-32.8,-23.6
-167.25,-86.25,-20.9,-31.2,-43.1,-47.1,-47.8,-48.0,-50.7,-50.9,-50.4,-41.8,-30.4,-20.9
-167.25,-86.75,-24.5,-35.3,-47.6,-51.3,-51.9,-52.2,-54.5,-54.7,-54.3,-45.8,-34.2,-24.4
-167.25,-87.25,-26.4,-37.6,-50.2,-53.8,-54.3,-54.7,-56.8,-56.8,-56.6,-48.1,-36.3,-26.4
-167.25,-87.75,-27.9,-39.6,-52.5,-56.0,-56.4,-56.8,-58.7,-58.8,-58.5,-50.1,-38.0,-27.9
-167.25,-88.25,-29.2,-41.2,-54.3,-57.7,-58.0,-58.5,-60.2,-60.2,-60.0,-51.6,-39.4,-29.2
-167.25,-88.75,-28.8,-40.9,-54.3,-57.7,-57.9,-58.3,-59.9,-59.9,-59.8,-51.3,-39.0,-28.7
-167.25,-89.25,-28.2,-40.6,-53.9,-57.3,-57.5,-58.1,-59.5,-59.5,-59.4,-50.9,-38.6,-28.2
-167.25,-89.75,-27.7,-40.2,-53.6,-57.0,-57.2,-57.7,-59.1,-59.1,-59.0,-50.5,-38.1,-27.7
-166.75,65.75,-18.5,-19.1,-17.5,-10.3,-1.6,5.8,9.5,9.2,5.2,-1.7,-8.8,-15.6
-166.75,60.25,-9.2,-10.1,-7.7,-4.4,1.4,5.6,9.2,9.5,7.4,1.9,-2.4,-7.5
-166.75,53.75,-0.3,-0.9,0.3,1.3,3.9,6.7,9.7,10.6,8.3,4.8,1.9,0.4
-166.75,-85.25,-16.0,-24.9,-36.0,-40.4,-41.5,-41.5,-44.9,-45.2,-44.5,-35.9,-24.9,-16.0
-166.75,-85.75,-22.2,-31.7,-43.2,-47.3,-48.3,-48.4,-51.4,-51.7,-51.1,-42.5,-31.3,-22.1
