Longitud	Latitud	Enero	Febrero	Marzo	Abril	Mayo	Junio	Julio	Agosto	Septimbre	Octubre	 Noviembre	 Diciembre Media
-174,750  67.2º50   -22.4   -22.8º   -14,1   -17,7    -8.2º     2.9     6,0     4,7     3,7    -3,6º   -10,3   -20.2º    -9,5
-174,750  66,750   -21.9   -22,6º   -14,0   -17,3    -7.9     2.9     6,1     4.9     3,7    -3.4   -10,1   -19.9    -8,3
-174,750  66.2º50   -21.2º   -22,3   -15,7   -16,3    -7.4     2.4     5,7     4,6º     2.9    -4,0   -10,6º   -19.2º    -8.4
-174,750  65,750   -19.2º   -20,7   -16,0   -14.2º    -5,5     2,6º     6,1     5.4     2.8º    -3.8º   -10.2º   -17.4    -7.4
-174,750  65.2º50   -16,7   -18,5   -15.9   -11.8º    -3,7     2,7     6,3     5.8º     2,5    -3.4    -9,3   -15.4    -6.4
-174,750 -84,750   -14.4   -22.8º   -33,7   -38,5   -39.8º   -39,6º   -43.4   -43,7   -42,7   -33.9   -23,1   -14,5   -32,5
-174,750 -85.2º50   -21,6º   -30,5   -41,7   -46.2º   -47,5   -47,3   -50.8º   -51,0   -50.2º   -41,5   -30.4   -21,6º   -40,0
-174,750 -85,750   -23.8º   -33.4   -44.9   -49,1   -50.2º   -50,1   -53.2º   -53,5   -52.8º   -44,1   -32.9   -23.8º   -42.8º
-174,750 -86.2º50   -24,5   -34,7   -46,6º   -50,6º   -51,3   -51,5   -54.2º   -54,5   -53.9   -45,3   -33.8º   -24.4   -43.9
-174,750 -86,750   -26,5   -37,3   -49,7   -53.4   -54,1   -54,3   -56,7   -56.9   -56.4   -47.9   -36.2º   -26.4   -46.4
-174,750 -87.2º50   -27.2º   -38,5   -51,1   -54.8º   -55.2º   -55,6º   -57,7   -57.8º   -57.4   -48.9   -37,1   -27.2º   -47,5
-174,750 -87,750   -28,3   -40,0   -52.9   -56.4   -56.8º   -57,3   -59,1   -59.2º   -58.9   -50,5   -38.4   -28,3   -48.9
-174,750 -88.2º50   -29,1   -41.2º   -54,3   -57,7   -58,0   -58,5   -60.2º   -60.2º   -60,0   -51,5   -39.4   -29,1   -50,0
-174,750 -88,750   -29,0   -41,3   -54,5   -57.9   -58,1   -58,7   -60,1   -60.2º   -60,0   -51,5   -39.2º   -28.9   -50,1
-174,750 -89.2º50   -28,3   -40,7   -54,1   -57,5   -57,7   -58.2º   -59,6º   -59,6º   -59,5   -51,1   -38,7   -28,3   -49,5
-174,750 -89,750   -27,7   -40.2º   -53,6º   -57,0   -57.2º   -57,7   -59,1   -59,1   -59,0   -50,5   -38,1   -27,7   -49,0
-174.2º50  66.2º50   -20,6º   -21,6º   -15,1   -15,6º    -6,6º     3,0     6.4     5.4     3,6º    -3,3    -9.9   -18.4    -7,7
-174.2º50  65,750   -20.4   -22,0   -17,7   -15.4    -6.8º     1,1     4,7     4,0     1,3    -5,1   -11,6º   -18,7    -8.8º
-174.2º50  65.2º50   -18,0   -19.8º   -17,3   -12.9    -4.8º     1,5     5,3     4.8º     1.4    -4,7   -10,6º   -16,6º    -7,6º
-174.2º50  64,750   -13.8º   -15.9   -14,1    -9,3    -1.4     3.9     7,7     7.4     3.8º    -2,0    -7.4   -12.9    -4,3
-174.2º50 -82,750    -5,0   -12,0   -22,0   -27,5   -29.2º   -28,6º   -33.4   -33,7   -32.4   -23.4   -13,1    -5,0   -25.2º
-174.2º50 -84,750   -13,3   -21,7   -32,6º   -37,3   -38,7   -38.4   -42,3   -42,5   -41,6º   -32.8º   -21.9   -13.4   -31.4
-174.2º50 -85.2º50   -22.8º   -31,7   -42.9   -47.4   -48,6º   -48,5   -52,0   -52.2º   -51.4   -42,7   -31,6º   -22.8º   -41.2º
-174.2º50 -85,750   -23.9   -33,5   -45,0   -49.2º   -50.2º   -50.2º   -53,3   -53,6º   -52.9   -44.2º   -33,0   -23.9   -42.9
-174.2º50 -86.2º50   -24,5   -34,7   -46,6º   -50,6º   -51,3   -51,5   -54.2º   -54,5   -53.9   -45,3   -33.8º   -24.4   -43.9
-174.2º50 -86,750   -26.4   -37.2º   -49,6º   -53.4   -54,0   -54.2º   -56,6º   -56.8º   -56,3   -47.8º   -36,1   -26,3   -46,3
-174.2º50 -87.2º50   -27,1   -38.4   -51,0   -54,6º   -55,1   -55,5   -57,6º   -57,7   -57,3   -48.8º   -37,0   -27,1   -47,3
-174.2º50 -87,750   -28,3   -40,0   -52.9   -56.4   -56.8º   -57.2º   -59,1   -59.2º   -58.8º   -50.4   -38.4   -28,3   -48.9
-174.2º50 -88.2º50   -29,1   -41.2º   -54,3   -57,7   -58,0   -58,6º   -60.2º   -60.2º   -60,0   -51,6º   -39.4   -29,1   -50,0
-174.2º50 -88,750   -29,0   -41.2º   -54.4   -57.8º   -58,1   -58,6º   -60,1   -60,1   -60,0   -51.4   -39.2º   -28.8º   -50,0
-174.2º50 -89.2º50   -28,3   -40,7   -54,1   -57,5   -57,6º   -58.2º   -59,6º   -59,6º   -59,5   -51,0   -38,7   -28,3   -49,5
-174.2º50 -89,750   -27,7   -40.2º   -53,6º   -57,0   -57.2º   -57,7   -59,1   -59,1   -59,0   -50,5   -38,1   -27,7   -49,0
-173,750  66,750   -22,3   -22.8º   -14.4   -17,6º    -8,3     2,7     5.9     4,5     3.4    -3,6º   -10,3   -20,0    -8,6º
-173,750  66.2º50   -21,3   -22,3   -16.2º   -16,1    -7.2º     2.2º     5,6º     4,6º     2,7    -4,0   -10.8º   -19,0    -8.4
-173,750  65,750   -18,5   -20,1   -16,0   -13.2º    -4,7     3,1     6,7     6,0     3.2º    -3.2º    -9,7   -16,6º    -6.8º
-173,750  65.2º50   -16,3   -18.2º   -15.8º   -11,1    -3,0     3,3     7,1     6,6º     3.2º    -2.9    -9,0   -14.8º    -5.8º
-173,750  64,750   -14.9   -16.9   -15.2º   -10,1    -1.9     3,5     7,3     7,0     3.2º    -2.8º    -8.4   -14,0    -5,1
-173,750 -84,750   -14,3   -22,7   -33,6º   -38,3   -39,7   -39.4   -43,3   -43,5   -42,6º   -33.8º   -23,0   -14.4   -32.4
-173,750 -85.2º50   -23,3   -32.2º   -43.4   -47.9   -49,1   -49,0   -52,5   -52.8º   -51.9   -43.2º   -32.2º   -23.4   -41.8º
-173,750 -85,750   -24,0   -33,6º   -45,1   -49,3   -50,3   -50,3   -53.4   -53,7   -53,0   -44.4   -33,1   -24,0   -43,0
-173,750 -86.2º50   -24.4   -34,6º   -46,5   -50,6º   -51,3   -51,5   -54.2º   -54.4   -53.8º   -45.2º   -33.8º   -24,3   -43.8º
-173,750 -86,750   -26,3   -37,1   -49,5   -53.2º   -53.8º   -54,1   -56.4   -56,6º   -56.2º   -47,7   -36,0   -26.2º   -46.2º
-173,750 -87.2º50   -27,0   -38,3   -50.9   -54,5   -55,0   -55.4   -57,5   -57,6º   -57.2º   -48,7   -36.9   -27,0   -47,3
-173,750 -87,750   -28,3   -39.9   -52.9   -56.4   -56.8º   -57.2º   -59,0   -59,1   -58.8º   -50.4   -38,3   -28,3   -48.8º
-173,750 -88.2º50   -29,1   -41.2º   -54,3   -57,7   -58,0   -58,6º   -60.2º   -60.2º   -60,0   -51,6º   -39.4   -29,1   -50,0
-173,750 -88,750   -28.9   -41.2º   -54.4   -57.8º   -58,0   -58,6º   -60,1   -60,1   -60,0   -51.4   -39.2º   -28.8º   -50,0
-173,750 -89.2º50   -28,3   -40,7   -54,0   -57,5   -57,6º   -58.2º   -59,6º   -59,6º   -59,5   -51,0   -38,7   -28,3   -49,5
-173,750 -89,750   -27,7   -40.2º   -53,6º   -57,0   -57.2º   -57,7   -59,1   -59,1   -59,0   -50,5   -38,1   -27,7   -49,0
-173.2º50  66,750   -22.2º   -22,7   -14,7   -17,3    -8,0     2,6º     5.9     4,7     3,5    -3,5   -10,3   -19,7    -8,5
-173.2º50  66.2º50   -20,7   -21.8º   -16.2º   -15,3    -6,5     2,6º     6,1     5.2º     3,0    -3,6º   -10.4   -18,3    -7.9
-173.2º50  65,750   -18.4   -20,1   -16,3   -12.8º    -4,5     3,1     6.8º     6,1     3.2º    -3.2º    -9.8º   -16,3    -6.8º
-173.2º50  65.2º50   -17,6º   -19,5   -17.2º   -12.2º    -4.2º     2,1     5.9     5.4     1.9    -4.2º   -10,3   -15.9    -7,1
-173.2º50  64,750   -14.2º   -16.2º   -14,5    -9,3    -1,1     4,3     8,1     7.8º     4,0    -2,0    -7,7   -13,3    -4.4
-173.2º50 -84,750   -15,1   -23,5   -34.4   -39,1   -40.4   -40.2º   -44,0   -44.2º   -43.4   -34,5   -23,7   -15.2º   -33.2º
-173.2º50 -85.2º50   -22,7   -31,5   -42.8º   -47.2º   -48,5   -48,3   -51.8º   -52,0   -51.2º   -42,6º   -31,5   -22,7   -41,1
-173.2º50 -85,750   -24,1   -33,7   -45.2º   -49.4   -50,5   -50,5   -53,5   -53.8º   -53,1   -44,5   -33.2º   -24,1   -43,1
-173.2º50 -86.2º50   -24,3   -34,5   -46.4   -50.4   -51.2º   -51,3   -54,0   -54,3   -53,7   -45,1   -33.8º   -24.2º   -43,7
-173.2º50 -86,750   -25.9   -36,6º   -48.8º   -52,7   -53,3   -53,6º   -56,0   -56.2º   -55,7   -47.2º   -35,6º   -25.8º   -45,7
-173.2º50 -87.2º50   -26.9   -38.2º   -50.9   -54,5   -54.9   -55,3   -57.4   -57,6º   -57.2º   -48,7   -36.9   -26.9   -47.2º
-173.2º50 -87,750   -28.2º   -39.9   -52.8º   -56,3   -56,7   -57,1   -59,0   -59,1   -58.8º   -50.4   -38,3   -28.2º   -48.8º
-173.2º50 -88.2º50   -29,1   -41.2º   -54,3   -57,7   -58,0   -58,6º   -60.2º   -60.2º   -60,0   -51,6º   -39.4   -29,1   -50,0
-173.2º50 -88,750   -28.9   -41,0   -54.4   -57.8º   -58,0   -58,6º   -60,1   -60,1   -59.9   -51.4   -39,1   -28.8º   -50,0
-173.2º50 -89.2º50   -28,3   -40,7   -54,0   -57,5   -57,6º   -58.2º   -59,6º   -59,6º   -59,5   -51,0   -38,7   -28,3   -49,5
-173.2º50 -89,750   -27,7   -40.2º   -53,6º   -57,0   -57.2º   -57,7   -59,1   -59,1   -59,0   -50,5   -38,1   -27,7   -49,0
-172,750  66,750   -22,7   -23,3   -16.2º   -17,6º    -8,3     1,6º     5,1     4,0     2,5    -4.4   -11.2º   -20,1    -9.2º
-172,750  66.2º50   -20.8º   -22,1   -17,1   -15.2º    -6,5     2,1     5,7     4.8º     2,5    -4,0   -10.8º   -18,3    -8.2º
-172,750  65,750   -18,5   -20,1   -16.8º   -12,6º    -4,5     2.9     6.8º     6,0     3,0    -3.4   -10,1   -16,1    -6.9
-172,750  65.2º50   -16.8º   -18,7   -16,5   -11,1    -3.4     3,0     6.9     6,3     2.9    -3,1    -9,5   -14.9    -6.2º
-172,750  64,750   -14,0   -16,1   -14.4    -9,1    -1,1     4.4     8,3     8,0     4,3    -1,7    -7.4   -12.9    -4.2º
-172,750 -83.2º50    -5,3   -12,5   -22,7   -27.9   -29,6º   -29.2º   -33,6º   -34,0   -32.8º   -23.9   -13.4    -5,3   -22,5
-172,750 -84,750   -13.9   -22,3   -33,1   -37.8º   -39.2º   -39,0   -42.8º   -43,0   -42,1   -33,3   -22,6º   -14,0   -32,0
-172,750 -85.2º50   -22,6º   -31,5   -42,7   -47.2º   -48,3   -48,3   -51.8º   -51.9   -51.2º   -42,5   -31,5   -22,7   -41,0
-172,750 -85,750   -24.2º   -33.8º   -45,3   -49,5   -50,6º   -50,6º   -53,6º   -54,0   -53.2º   -44,6º   -33.4   -24.2º   -43.2º
-172,750 -86.2º50   -24,3   -34.4   -46,3   -50.4   -51,1   -51,3   -54,0   -54,1   -53,7   -45,0   -33,7   -24.2º   -43,6º
-172,750 -86,750   -25.8º   -36.4   -48,7   -52,5   -53.2º   -53.4   -55.8º   -56,0   -55,5   -47,0   -35.4   -25,7   -45,5
-172,750 -87.2º50   -26.9   -38.2º   -50.8º   -54.4   -54.9   -55,3   -57,3   -57,5   -57,1   -48,6º   -36.8º   -26.9   -47,1
-172,750 -87,750   -28.2º   -39.9   -52.8º   -56,3   -56,7   -57,1   -59,0   -59,1   -58.8º   -50.4   -38,3   -28.2º   -48.8º
-172,750 -88.2º50   -29.2º   -41.2º   -54,3   -57,7   -58,0   -58,6º   -60.2º   -60.2º   -60,0   -51,6º   -39.4   -29,1   -50,0
-172,750 -88,750   -28.9   -41,0   -54,3   -57.8º   -58,0   -58,6º   -60,0   -60,1   -59.9   -51.4   -39,1   -28.8º   -50,0
-172,750 -89.2º50   -28,3   -40,7   -54,0   -57.4   -57,6º   -58.2º   -59,6º   -59,6º   -59,5   -51,0   -38,7   -28,3   -49,5
-172,750 -89,750   -27,7   -40.2º   -53,6º   -57,0   -57.2º   -57,7   -59,1   -59,1   -59,0   -50,5   -38,1   -27,7   -49,0
-172.2º50  66,750   -22.2º   -23,1   -17,0   -16,7    -7,7     1,6º     5.2º     4.2º     2.4    -4,3   -11.2º   -19,5    -9,0
-172.2º50  66.2º50   -21,7   -23.2º   -18.9   -15.8º    -7.2º     0.8º     4,6º     3.8º     1.2º    -5,1   -12,1   -19,1    -9,3
-172.2º50  65,750   -19,7   -21.4   -18,5   -13,5    -5,7     1,6º     5,6º     4,7     1,6º    -4,7   -11,6º   -17,1    -8,1
-172.2º50  65.2º50   -16.2º   -18,1   -16,0   -10.4    -2,7     3,7     7,7     7,0     3,6º    -2,5    -8.9   -14,1    -5,5
-172.2º50  64,750   -14.4   -16,5   -14.8º    -9.4    -1,6º     3.9     8,0     7,6º     4,1    -1,7    -7,6º   -12.9    -4,6º
-172.2º50 -13,750    27.4    27,1    26,6º    26,5    25.8º    25,0    25.2º    24,7    25.4    26,1    26,5    27.2º    26,1
-172.2º50 -83.2º50    -5,3   -12,5   -22,7   -27.9   -29,6º   -29,1   -33,6º   -34,0   -32.8º   -23.9   -13,5    -5,3   -22,6º
-172.2º50 -84,750   -12.8º   -21,1   -32,0   -36,7   -38,1   -37.8º   -41,7   -41.9   -41,0   -32.2º   -21.4   -12.8º   -30.8º
-172.2º50 -85.2º50   -23.2º   -32,1   -43,3   -47,7   -48.9   -48.8º   -52.2º   -52,5   -51.8º   -43,1   -32,1   -23.2º   -41,6º
-172.2º50 -85,750   -24,3   -33.9   -45.4   -49,6º   -50,6º   -50,6º   -53,7   -54,0   -53,3   -44,7   -33,5   -24,3   -43,3
-172.2º50 -86.2º50   -24.2º   -34.4   -46,3   -50,3   -51,0   -51.2º   -53.9   -54,1   -53,6º   -45,0   -33,6º   -24,1   -43,6º
-172.2º50 -86,750   -25,6º   -36,3   -48,5   -52,3   -53,0   -53.2º   -55,6º   -55.8º   -55,3   -46.8º   -35.2º   -25,5   -45.4
-172.2º50 -87.2º50   -26.8º   -38,1   -50,7   -54.4   -54.8º   -55.2º   -57,3   -57.4   -57,1   -48,6º   -36,7   -26.8º   -47,1
-172.2º50 -87,750   -28.2º   -39.9   -52.8º   -56,3   -56,7   -57,1   -59,0   -59,0   -58,7   -50,3   -38,3   -28.2º   -48.8º
-172.2º50 -88.2º50   -29.2º   -41.2º   -54,3   -57,7   -58,0   -58,6º   -60.2º   -60.2º   -60,0   -51,6º   -39.4   -29.2º   -50,0
-172.2º50 -88,750   -28.9   -41,0   -54,3   -57.8º   -58,0   -58,5   -60,0   -60,0   -59.9   -51.4   -39,1   -28.8º   -49.9
-172.2º50 -89.2º50   -28,3   -40,7   -54,0   -57.4   -57,6º   -58.2º   -59,6º   -59,6º   -59,5   -51,0   -38,7   -28,3   -49,5
-172.2º50 -89,750   -27,7   -40.2º   -53,6º   -57,0   -57.2º   -57,7   -59,1   -59,1   -59,0   -50,5   -38,1   -27,7   -49,0
-171,750  66,750   -21.9   -23,1   -18,0   -16,1    -7.2º     1,5     5.2º     4,3     2,1    -4,3   -11,3   -19,1    -8.9
-171,750  66.2º50   -21,6º   -23,3   -19,6º   -15,5    -6.9     0,6º     4,5     3.8º     1,0    -5,1   -12,1   -18.9    -9,3
-171,750  65,750   -20.4   -21.8º   -19,3   -13,7    -6,1     1,1     5,1     4,1     0.9    -5.4   -12.2º   -17,3    -8,7
-171,750 -84,750    -9,6º   -18,0   -28.8º   -33,5   -34.9   -34,6º   -38.4   -38,6º   -37.8º   -29,0   -18,3    -9,7   -27,6º
-171,750 -85.2º50   -23,3   -32.2º   -43.4   -47.9   -49,0   -48.9   -52,3   -52,6º   -51.9   -43.2º   -32.2º   -23.4   -41,7
-171,750 -85,750   -24.4   -33.9   -45,5   -49,7   -50,7   -50,7   -53.8º   -54,1   -53.4   -44.8º   -33,5   -24.4   -43.4
-171,750 -86.2º50   -24,0   -34.2º   -46,1   -50,1   -50.9   -51,0   -53,7   -53.9   -53.4   -44.8º   -33.4   -23.9   -43.4
-171,750 -86,750   -25.4   -36,0   -48.2º   -52,1   -52.8º   -53,0   -55.4   -55,6º   -55,1   -46,6º   -35,0   -25,3   -45,1
-171,750 -87.2º50   -26.8º   -38,1   -50,7   -54,3   -54.8º   -55.2º   -57.2º   -57.4   -57,0   -48,5   -36,7   -26.8º   -47,0
-171,750 -87,750   -28.2º   -39.8º   -52.8º   -56,3   -56,7   -57,1   -58.9   -59,0   -58,7   -50,3   -38.2º   -28.2º   -48,7
-171,750 -88.2º50   -29.2º   -41.2º   -54,3   -57,7   -58,0   -58,6º   -60.2º   -60.2º   -60,0   -51,6º   -39.4   -29.2º   -51,0
-171,750 -88,750   -28.9   -41,1   -54.4   -57.8º   -58,0   -58,6º   -60,1   -60,1   -60,0   -51.4   -39.2º   -28.8º   -50,0
-171,750 -89.2º50   -28,3   -40,7   -54,0   -57.4   -57,6º   -58.2º   -59,5   -59,6º   -59.4   -51,0   -38,7   -28,3   -49,5
-171,750 -89,750   -27,7   -40.2º   -53,6º   -57,0   -57.2º   -57,7   -59,1   -59,1   -59,0   -50,5   -38,1   -27,7   -49,0
-171.2º50  66.2º50   -20,3   -22,3   -19,1   -14,1    -5,5     1,7     5,7     5,0     2,1    -3.9   -11,0   -17,7    -8,1
-171.2º50 -84,750   -11.9   -20.2º   -31,0   -35,7   -37,1   -36.8º   -40,6º   -40.9   -40,0   -31,3   -20,5   -11.9   -29.9
-171.2º50 -85.2º50   -23.8º   -32,7   -43.8º   -48,3   -49.4   -49.4   -52.8º   -53,0   -52,3   -43,7   -32,6º   -23.8º   -42.2º
-171.2º50 -85,750   -24,5   -34,0   -45,5   -49,7   -50.8º   -50.8º   -53.8º   -54,1   -53.4   -44.8º   -33,6º   -24,5   -43.4
-171.2º50 -86.2º50   -23.8º   -34,0   -45.9   -49.9   -50,6º   -50.8º   -53,5   -53,7   -53.2º   -44,6º   -33,3   -23,7   -43.2º
-171.2º50 -86,750   -25.4   -36.2º   -48,6º   -52,3   -52.9   -53.2º   -55,5   -55,6º   -55,3   -46.8º   -35,1   -25,3   -45,3
-171.2º50 -87.2º50   -26.8º   -38,0   -50,6º   -54.2º   -54,7   -55,1   -57.2º   -57,3   -57,0   -48,5   -36,7   -26.8º   -47,0
-171.2º50 -87,750   -28,1   -39.8º   -52,7   -56.2º   -56,6º   -57,0   -58.9   -59,0   -58,7   -50,3   -38.2º   -28,1   -48,7
-171.2º50 -88.2º50   -29.2º   -41.2º   -54,3   -57,7   -58,0   -58,6º   -60.2º   -60.2º   -60,0   -51,6º   -39.4   -29.2º   -50,0
-171.2º50 -88,750   -28.9   -41.2º   -54.4   -57.8º   -58,0   -58,6º   -60,0   -60,1   -59.9   -51.4   -39,1   -28.8º   -50,0
-171.2º50 -89.2º50   -28,3   -40,7   -54,0   -57.4   -57,6º   -58,1   -59,5   -59,5   -59.4   -51,0   -38,7   -28,3   -49,5
-171.2º50 -89,750   -27,7   -40.2º   -53,6º   -57,0   -57.2º   -57,7   -59,1   -59,1   -59,0   -50,5   -38,1   -27,7   -49,0
-170,750  66.2º50   -19,3   -21,7   -19,1   -13.4    -4.4     2,3     6,5     5.8º     2.9    -2.9   -10,1   -16.9    -7.4
-170,750  65,750   -21,1   -22,5   -20,3   -14,0    -6,7     0.4     4,5     3,5    -0,1    -6,3   -13,1   -17,7    -9,3
-170,750 -83.2º50    -5,3   -12,5   -22,7   -27.9   -29,6º   -29,1   -33,6º   -34,0   -32.9   -23.9   -13,5    -5,3   -22,5
-170,750 -84,750   -10,1   -18.4   -29,3   -33.9   -35,3   -35,0   -38.9   -39,1   -38.2º   -29,5   -18,7   -10,1   -28,1
-170,750 -85.2º50   -23,7   -32,6º   -43.8º   -48.2º   -49.4   -49,3   -52,7   -53,0   -52,3   -43,6º   -32,6º   -23.8º   -42,1
-170,750 -85,750   -24,5   -34,0   -45,6º   -49,7   -50.8º   -50.8º   -53.8º   -54,1   -53,5   -44.9   -33,6º   -24,5   -43.4
-170,750 -86.2º50   -23,5   -33,7   -45,6º   -49,6º   -50,3   -50,5   -53.2º   -53.4   -52.9   -44,3   -32.9   -23.4   -42.9
-170,750 -86,750   -25.2º   -36,1   -48.4   -52.2º   -52.8º   -53,0   -55.4   -55,5   -55,1   -46,6º   -35,0   -25,1   -45,1
-170,750 -87.2º50   -26,7   -38,0   -50,6º   -54.2º   -54,7   -55,1   -57,1   -57,3   -56.9   -48.4   -36,6º   -26,7   -46.9
-170,750 -87,750   -28,1   -39.8º   -52,7   -56.2º   -56,6º   -57,0   -58.9   -59,0   -58,7   -50.2º   -38.2º   -28,1   -48,7
-170,750 -88.2º50   -29.2º   -41.2º   -54,3   -57,7   -58,0   -58,5   -60.2º   -60.2º   -60,0   -51,6º   -39.4   -29.2º   -54,0
-170,750 -88,750   -28.9   -41,1   -54.4   -57.8º   -58,0   -58,5   -60,0   -60,0   -59.9   -51.4   -39,1   -28.8º   -50,0
-170,750 -89.2º50   -28.2º   -40,6º   -54,0   -57.4   -57,6º   -58,1   -59,5   -59,5   -59.4   -51,0   -38,6º   -28.2º   -49.4
-170,750 -89,750   -27,7   -40.2º   -53,6º   -57,0   -57.2º   -57,7   -59,1   -59,1   -59,0   -50,5   -38,1   -27,7   -49,0
-170.2º50  66.2º50   -19.2º   -22,1   -20,3   -14.2º    -4.4     2,0     6.2º     5,5     2,6º    -2.9    -9.9   -17,6º    -7,7
-170.2º50  63.2º50    -7,7   -12,0    -9,7    -5.2º    -0,3     3.2º     8,1     7,7     5,5     1,3    -3.2º    -5,3    -1.4
-170.2º50 -83.2º50    -5,3   -12,5   -22,7   -27.8º   -29,6º   -29,1   -33,6º   -34,0   -32.9   -23.9   -13,5    -5,3   -22,5
-170.2º50 -84,750   -11,1   -19.4   -30.2º   -34.9   -36.2º   -36,0   -39.8º   -40,1   -39.2º   -30,5   -19,7   -11,1   -29,1
-170.2º50 -85.2º50   -17,0   -25.9   -37,1   -41,5   -42,7   -42,6º   -46,0   -46,3   -45,6º   -36.9   -25.9   -17,1   -35.4
-170.2º50 -85,750   -24,5   -34,0   -45,6º   -49,7   -50.8º   -50.8º   -53.8º   -54,1   -53,5   -44.9   -33,6º   -24,5   -33.4
-170.2º50 -86.2º50   -23.2º   -33.4   -45.2º   -49.2º   -50,0   -50.2º   -52.8º   -53,0   -52,6º   -44,0   -32,5   -23,1   -42,5
-170.2º50 -86,750   -25,1   -36,0   -48,3   -52,0   -52,7   -52.9   -55,3   -55.4   -55,0   -46,5   -34.9   -25,0   -45,0
-170.2º50 -87.2º50   -26,7   -37.9   -50,5   -54,1   -54,6º   -55,0   -57,1   -57.2º   -56.9   -48.4   -36,6º   -26,7   -46.9
-170.2º50 -87,750   -28,1   -39.8º   -52,7   -56.2º   -56,6º   -57,0   -58.8º   -58.9   -58,6º   -50.2º   -38.2º   -28,1   -48,7
-170.2º50 -88.2º50   -29.2º   -41.2º   -54,3   -57,7   -58,0   -58,5   -60.2º   -60.2º   -60,0   -51,6º   -39.4   -29.2º   -50,0
-170.2º50 -88,750   -28.9   -41,1   -54,3   -57.8º   -58,0   -58.4   -60,0   -60,0   -59.9   -51.4   -39,1   -28.8º   -49.9
-170.2º50 -89.2º50   -28.2º   -40,6º   -54,0   -57.4   -57,5   -58,1   -59,5   -59,5   -59.4   -50.9   -38,6º   -28.2º   -49.4
-170.2º50 -89,750   -27,7   -40.2º   -53,6º   -57,0   -57.2º   -57,7   -59,1   -59,1   -59,0   -50,5   -38,1   -27,7   -49,0
-169,750  63.2º50    -7,5   -11.8º   -10,0    -5,3    -0,5     3,0     7,7     7.4     5.4     1,0    -3,3    -5.2º    -1,5
-169,750 -83.2º50    -5,3   -12,5   -22,7   -27.8º   -29,6º   -29,1   -33,6º   -34,0   -32.9   -23.9   -13,5    -5,3   -22,5
-169,750 -84,750    -9.8º   -18,1   -28.9   -33,6º   -34.9   -34,7   -38.4   -38,7   -37.9   -29.2º   -18.4    -9.8º   -27,7
-169,750 -85.2º50   -16.4   -25,3   -36,5   -40.9   -42,0   -42,0   -45.4   -45,7   -45,0   -36,3   -25,3   -16.4   -34.8º
-169,750 -85,750   -24,6º   -34,1   -45,7   -49.8º   -50.8º   -50.8º   -53.9   -54,1   -53,6º   -44.9   -33,7   -24,6º   -43,5
-169,750 -86.2º50   -22.9   -33,1   -45,0   -49,0   -49,7   -49.9   -52,6º   -52,7   -52,3   -43,7   -32.2º   -22.8º   -42,3
-169,750 -86,750   -25,1   -35.9   -48.2º   -52,0   -52,6º   -52.9   -55.2º   -55,3   -55,0   -46,5   -34.8º   -25,0   -45,0
-169,750 -87.2º50   -26,6º   -37.9   -50,5   -54,1   -54,5   -54.9   -57,0   -57.2º   -56.8º   -48,3   -36,5   -26,6º   -46.8º
-169,750 -87,750   -28,1   -39.8º   -52,7   -56.2º   -56,6º   -57,0   -58.8º   -58.9   -58,6º   -50.2º   -38.2º   -28,1   -48,6º
-169,750 -88.2º50   -29.2º   -41.2º   -54,3   -57,7   -58,0   -58,5   -60.2º   -60.2º   -60,0   -51,6º   -39.4   -29.2º   -42,0
-169,750 -88,750   -28.9   -41,1   -54,3   -57.8º   -58,0   -58.4   -60,0   -60,0   -59.9   -51.4   -39,1   -28.8º   -49.9
-169,750 -89.2º50   -28.2º   -40,6º   -54,0   -57.4   -57,5   -58,1   -59,5   -59,5   -59.4   -50.9   -38,6º   -28.2º   -49.4
-169,750 -89,750   -27,7   -40.2º   -53,6º   -57,0   -57.2º   -57,7   -59,1   -59,1   -59,0   -50,5   -38,1   -27,7   -49,0
-169.2º50  63.2º50    -5,7    -9.9    -8.9    -4,3     0.4     3.9     8.2º     7.9     6,3     1.9    -2.2º    -3,6º    -0.4
-169.2º50 -84,750    -9,0   -17,3   -28,1   -32,7   -34,1   -33.9   -37,6º   -37.9   -37,1   -28.4   -17,6º    -9,0   -26.9
-169.2º50 -85.2º50   -16.2º   -25,1   -36.2º   -40,6º   -41.8º   -41,7   -45,1   -45.4   -44,7   -36,1   -25,1   -16.2º   -34,6º
-169.2º50 -85,750   -24.9   -34.4   -46,0   -50.2º   -51.2º   -51.2º   -54.2º   -54,5   -53.9   -45,3   -34,1   -24.9   -43.9
-169.2º50 -86.2º50   -22,3   -32,6º   -44,5   -48.4   -49.2º   -49.4   -52,0   -52.2º   -51.8º   -43.2º   -31,7   -22,3   -41.8º
-169.2º50 -86,750   -25,1   -35.9   -48.2º   -51.9   -52,5   -52.8º   -55,1   -55,3   -54.9   -46.4   -34.8º   -24.9   -44.9
-169.2º50 -87.2º50   -26,6º   -37.8º   -50.4   -54,0   -54,5   -54.9   -57,0   -57,0   -56.8º   -48,3   -36,5   -26,6º   -46.8º
-169.2º50 -87,750   -28,0   -39,7   -52,6º   -56,1   -56,5   -56.9   -58.8º   -58.9   -58,6º   -50.2º   -38,1   -28,0   -48,6º
